period,district,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,aadhaar_card_seeded,aadhaar_seeded,ar_cu_psaycard_issued,balance,district_wise_enrolment_under_pmjdy_31_03_2021,district_wise_enrolment_under_pmjdy_31_03_2022,district_wise_enrolment_under_pmjdy_31_03_2023,district_wise_pmjdy_accounts_31_03_2020,female,female_a_c,male,male_a_c,rupay_card_account,rupay_card_issued,rupaycar_d_issued,rupaycard_account,rupaycard_issued,rural,rural_a_c,sum_of_aadhaar_seeded,sum_of_female_a_c,sum_of_male_a_c,sum_of_rupaycard_issued,sum_of_rural_a_c,sum_of_total_a_c,sum_of_total_deposit_rs_in_crore,sum_of_urban_a_c,sum_of_zero_balance_account,total,total_a_c,total_amount_amt_rs_in_crore,total_amount_rs_in_crore,total_amount_rs_in_lac,total_deposit,total_deposit_cr,total_deposit_in_rs_crore,total_deposit_rs_in_crore,total_depzoesriot,total_enrolment_uner_social_security_schemes,total_no_of_apy,total_no_of_pmjjby,total_no_of_pmsby,total_no_pmjdy_a_c,urban,urban_a_c,zero_balance_a_c_s,zero_balance_account
September 2022,Paschim Medinipur,,,,,,,2380297.0,,,,,,,,1638756.0,,1210036.0,,,,,1621078.0,,2417192.0,,,,,,,,,,,2848792.0,,,,1263.99,,,,,,,,,,,431600.0,134311.0,
September 2022,Purba Bardhaman,,,,,,,2818836.0,,,,,,,,2142287.0,,1300957.0,,,,,2161829.0,,2382079.0,,,,,,,,,,,3443244.0,,,,1117.85,,,,,,,,,,,1061165.0,170369.0,
September 2022,Purba Medinipur,,,,,,,2101454.0,,,,,,,,1405957.0,,1103308.0,,,,,1482314.0,,2300567.0,,,,,,,,,,,2509265.0,,,,1179.95,,,,,,,,,,,208698.0,106943.0,
September 2022,Purulia,,,,,,,1570716.0,,,,,,,,1032547.0,,849823.0,,,,,1084961.0,,1585628.0,,,,,,,,,,,1882370.0,,,,847.67,,,,,,,,,,,296742.0,142042.0,
September 2022,South 24 Parganas,,,,,,,3912009.0,,,,,,,,2696081.0,,1992610.0,,,,,2838412.0,,3908462.0,,,,,,,,,,,4688691.0,,,,1733.44,,,,,,,,,,,780229.0,326268.0,
September 2022,Uttar Dinajpur,,,,,,,1979123.0,,,,,,,,1396554.0,,1085574.0,,,,,1242436.0,,1955609.0,,,,,,,,,,,2482128.0,,,,537.48,,,,,,,,,,,526519.0,230621.0,
September 2024,Alipurduar,,,,,,,527902.0,,,,,,,,345853.0,,260760.0,,,,,507947.0,,397919.0,,,,,,,,,,,606613.0,,,,292.83,,,,,,,,,,,208694.0,,36423.0
September 2024,Bankura,,,,,,,1978752.0,,,,,,,,1294450.0,,1041318.0,,,,,1339962.0,,2007598.0,,,,,,,,,,,2335768.0,,,,1272.16,,,,,,,,,,,328170.0,,130488.0
September 2024,Birbhum,,,,,,,2038279.0,,,,,,,,1369121.0,,1026977.0,,,,,1419809.0,,1927994.0,,,,,,,,,,,2396098.0,,,,1064.94,,,,,,,,,,,468104.0,,81407.0
September 2024,Cooch Behar,,,,,,,1478623.0,,,,,,,,952878.0,,750313.0,,,,,1310894.0,,1227960.0,,,,,,,,,,,1703191.0,,,,515.46,,,,,,,,,,,475231.0,,101090.0
September 2024,Dakshin Dinajpur,,,,,,,1052530.0,,,,,,,,707554.0,,539141.0,,,,,730860.0,,1012566.0,,,,,,,,,,,1246695.0,,,,429.4,,,,,,,,,,,234129.0,,78322.0
September 2024,Darjeeling,,,,,,,571361.0,,,,,,,,387171.0,,271704.0,,,,,519343.0,,309845.0,,,,,,,,,,,658875.0,,,,404.83,,,,,,,,,,,349030.0,,41141.0
September 2024,Hooghly,,,,,,,2174190.0,,,,,,,,1470390.0,,1009322.0,,,,,1562339.0,,1694220.0,,,,,,,,,,,2479712.0,,,,1312.95,,,,,,,,,,,785492.0,,96633.0
September 2024,Howrah,,,,,,,1837154.0,,,,,,,,1243239.0,,876021.0,,,,,1415467.0,,1391899.0,,,,,,,,,,,2119260.0,,,,1063.62,,,,,,,,,,,727361.0,,72409.0
September 2024,Jalpaiguri,,,,,,,1401216.0,,,,,,,,917382.0,,680607.0,,,,,1161239.0,,1066434.0,,,,,,,,,,,1597989.0,,,,694.88,,,,,,,,,,,531555.0,,104113.0
September 2024,Jhargram,,,,,,,398039.0,,,,,,,,269941.0,,218052.0,,,,,264313.0,,454719.0,,,,,,,,,,,487993.0,,,,277.27,,,,,,,,,,,33274.0,,23764.0
September 2024,Kalimpong,,,,,,,26540.0,,,,,,,,17800.0,,14436.0,,,,,28018.0,,19536.0,,,,,,,,,,,32236.0,,,,23.05,,,,,,,,,,,12700.0,,1380.0
September 2024,Kolkata,,,,,,,811159.0,,,,,,,,553097.0,,440882.0,,,,,764928.0,,7781.0,,,,,,,,,,,993979.0,,,,423.61,,,,,,,,,,,986198.0,,98923.0
September 2024,Malda,,,,,,,3051472.0,,,,,,,,1987868.0,,1499177.0,,,,,1895656.0,,2993248.0,,,,,,,,,,,3487045.0,,,,1242.08,,,,,,,,,,,493797.0,,299948.0
September 2024,Murshidabad,,,,,,,4144324.0,,,,,,,,2693809.0,,2106150.0,,,,,3280156.0,,3559820.0,,,,,,,,,,,4799959.0,,,,1605.84,,,,,,,,,,,1240139.0,,334312.0
September 2024,Nadia,,,,,,,2699677.0,,,,,,,,1844981.0,,1383840.0,,,,,2096946.0,,2178441.0,,,,,,,,,,,3228821.0,,,,1353.16,,,,,,,,,,,1050380.0,,218648.0
September 2024,North 24 Parganas,,,,,,,4002741.0,,,,,,,,2682533.0,,1960628.0,,,,,3174511.0,,2741997.0,,,,,,,,,,,4643161.0,,,,2239.88,,,,,,,,,,,1901164.0,,247758.0
September 2024,Paschim Bardhaman,,,,,,,1282444.0,,,,,,,,1002169.0,,529268.0,,,,,778748.0,,869037.0,,,,,,,,,,,1531437.0,,,,584.38,,,,,,,,,,,662400.0,,71083.0
September 2024,Paschim Medinipur,,,,,,,2359610.0,,,,,,,,1588753.0,,1159000.0,,,,,1639869.0,,2251704.0,,,,,,,,,,,2747753.0,,,,1434.39,,,,,,,,,,,496049.0,,123374.0
September 2024,Purba Bardhaman,,,,,,,1968516.0,,,,,,,,1363283.0,,936262.0,,,,,1695394.0,,1753167.0,,,,,,,,,,,2299545.0,,,,977.96,,,,,,,,,,,546378.0,,74577.0
September 2024,Purba Medinipur,,,,,,,2298299.0,,,,,,,,1492140.0,,1174032.0,,,,,1630255.0,,2439424.0,,,,,,,,,,,2666172.0,,,,1434.8,,,,,,,,,,,226748.0,,120857.0
September 2024,Purulia,,,,,,,1828458.0,,,,,,,,1155617.0,,967829.0,,,,,1259808.0,,1769595.0,,,,,,,,,,,2123446.0,,,,1172.8,,,,,,,,,,,353851.0,,148716.0
September 2024,South 24 Parganas,,,,,,,4486630.0,,,,,,,,2988153.0,,2241811.0,,,,,3290455.0,,4440077.0,,,,,,,,,,,5229964.0,,,,2257.06,,,,,,,,,,,789887.0,,363018.0
September 2024,Uttar Dinajpur,,,,,,,2291789.0,,,,,,,,1562285.0,,1219879.0,,,,,1456420.0,,2179045.0,,,,,,,,,,,2782164.0,,,,731.36,,,,,,,,,,,603119.0,,245352.0
September 2025,Alipurduar,,,,,,,747402.0,,,,,,,,482518.0,,356158.0,,,,,658116.0,,793072.0,,,,,,,,,,,838676.0,,,,418.66,,,,,,,,,,,45604.0,,49255.0
September 2025,Bankura,,,,,,,2135599.0,,,,,,,,1354498.0,,1086599.0,,,,,1416876.0,,2158862.0,,,,,,,,,,,2441097.0,,,,1398.49,,,,,,,,,,,282235.0,,142123.0
September 2025,Birbhum,,,,,,,2209653.0,,,,,,,,1430783.0,,1072611.0,,,,,1508487.0,,2366208.0,,,,,,,,,,,2503394.0,,,,1200.62,,,,,,,,,,,137186.0,,88608.0
September 2025,Cooch Behar,,,,,,,1596958.0,,,,,,,,1010820.0,,791647.0,,,,,1392907.0,,1715542.0,,,,,,,,,,,1802467.0,,,,585.95,,,,,,,,,,,86925.0,,113115.0
September 2025,Dakshin Dinajpur,,,,,,,1120948.0,,,,,,,,737118.0,,563282.0,,,,,780420.0,,1131758.0,,,,,,,,,,,1300400.0,,,,484.2,,,,,,,,,,,168642.0,,84693.0
September 2025,Darjeeling,,,,,,,585428.0,,,,,,,,390341.0,,271967.0,,,,,523177.0,,353459.0,,,,,,,,,,,662308.0,,,,445.43,,,,,,,,,,,308849.0,,45617.0
September 2025,Hooghly,,,,,,,2347998.0,,,,,,,,1547384.0,,1057188.0,,,,,1684261.0,,2039145.0,,,,,,,,,,,2604572.0,,,,1465.33,,,,,,,,,,,565427.0,,117075.0
September 2025,Howrah,,,,,,,1994611.0,,,,,,,,1301845.0,,920743.0,,,,,1508515.0,,1614900.0,,,,,,,,,,,2222588.0,,,,1194.2,,,,,,,,,,,607688.0,,81308.0
September 2025,Jalpaiguri,,,,,,,1318888.0,,,,,,,,849748.0,,623113.0,,,,,1097517.0,,1156937.0,,,,,,,,,,,1472861.0,,,,668.42,,,,,,,,,,,315924.0,,100956.0
September 2025,Jhargram,,,,,,,424648.0,,,,,,,,282941.0,,222655.0,,,,,279123.0,,501542.0,,,,,,,,,,,505596.0,,,,314.55,,,,,,,,,,,4054.0,,25404.0
September 2025,Kalimpong,,,,,,,52207.0,,,,,,,,32980.0,,25617.0,,,,,45222.0,,47853.0,,,,,,,,,,,58597.0,,,,32.06,,,,,,,,,,,10744.0,,3427.0
September 2025,Kolkata,,,,,,,863368.0,,,,,,,,577380.0,,447770.0,,,,,797579.0,,8965.0,,,,,,,,,,,1025150.0,,,,488.58,,,,,,,,,,,1016185.0,,107521.0
September 2025,Malda,,,,,,,3285823.0,,,,,,,,2100428.0,,1588137.0,,,,,2088202.0,,3559202.0,,,,,,,,,,,3688565.0,,,,1431.18,,,,,,,,,,,129363.0,,312639.0
September 2025,Murshidabad,,,,,,,4481693.0,,,,,,,,2855350.0,,2237567.0,,,,,3596255.0,,4893591.0,,,,,,,,,,,5092917.0,,,,1895.7,,,,,,,,,,,199326.0,,356754.0
September 2025,Nadia,,,,,,,2911019.0,,,,,,,,1935592.0,,1445022.0,,,,,2255158.0,,2755474.0,,,,,,,,,,,3380614.0,,,,1582.85,,,,,,,,,,,625140.0,,225194.0
September 2025,North 24 Parganas,,,,,,,4292579.0,,,,,,,,2802794.0,,2062767.0,,,,,3402322.0,,3120736.0,,,,,,,,,,,4865561.0,,,,2516.38,,,,,,,,,,,1744825.0,,267080.0
September 2025,Paschim Bardhaman,,,,,,,1353315.0,,,,,,,,1020454.0,,545671.0,,,,,819127.0,,923424.0,,,,,,,,,,,1566125.0,,,,634.83,,,,,,,,,,,642701.0,,81133.0
September 2025,Paschim Medinipur,,,,,,,2491808.0,,,,,,,,1641667.0,,1179877.0,,,,,1725705.0,,2467775.0,,,,,,,,,,,2821544.0,,,,1576.31,,,,,,,,,,,353769.0,,137751.0
September 2025,Purba Bardhaman,,,,,,,2151532.0,,,,,,,,1445012.0,,995540.0,,,,,1811200.0,,2169896.0,,,,,,,,,,,2440552.0,,,,1138.37,,,,,,,,,,,270656.0,,90007.0
September 2025,Purba Medinipur,,,,,,,2423533.0,,,,,,,,1559676.0,,1192733.0,,,,,1721057.0,,2585506.0,,,,,,,,,,,2752409.0,,,,1626.71,,,,,,,,,,,166903.0,,142868.0
September 2025,Purulia,,,,,,,1950754.0,,,,,,,,1213165.0,,990910.0,,,,,1348222.0,,1935821.0,,,,,,,,,,,2204075.0,,,,1348.74,,,,,,,,,,,268254.0,,140686.0
September 2025,South 24 Parganas,,,,,,,4867385.0,,,,,,,,3161500.0,,2377840.0,,,,,3616040.0,,5151215.0,,,,,,,,,,,5539340.0,,,,2639.72,,,,,,,,,,,388125.0,,366861.0
September 2025,Uttar Dinajpur,,,,,,,2480814.0,,,,,,,,1657516.0,,1280307.0,,,,,1587385.0,,2587427.0,,,,,,,,,,,2937823.0,,,,823.76,,,,,,,,,,,350396.0,,253417.0
